name,dong,address,lat,lng,geo,theme,programs,phone,merchant_no
"야미야미","다도면","전남 나주시 다도면","34.942302","126.83552","dong","패스트푸드점","고유가 피해지원금","","118936016"
"포세이돈레저","다도면","전라남도 나주시 다도면 방산리 1474-2","34.946306","126.870574","naver","기타 레저업소","고유가 피해지원금","061)337-2009","83310644"
"에코팜 영농조합법인","다도면","전남 나주시 다도면","34.939715","126.834221","dong","농.수.축산물점","고유가 피해지원금","","119522968"
"다도중기","다도면","전라남도 나주시 다도면 다도로 760 호수다방","34.947142","126.826965","naver","중고물품 판매점","고유가 피해지원금","","105203959"
"다소영농조합법인","다도면","전남 나주시 다도면","34.940801","126.831489","dong","기타 식품","고유가 피해지원금","061)337-3440","118803159"
"다도반점","다도면","전라남도 나주시 다도면 마산로 360","34.913075","126.847995","naver","중식","고유가 피해지원금","061)337-0050","100035640"
"정가네","다도면","전라남도 나주시 금성길 59","35.034261","126.717521","naver","한식","고유가 피해지원금","061)337-3323","102486368"
"농업회사법인 주식회사 천지개미골","다도면","전남 나주시 다도면","34.93955","126.833","dong","농.수.축산물점","고유가 피해지원금","061)331-3885","115026647"
"레삐호남지사","다도면","전남 나주시 다도면","34.943046","126.835309","dong","화장품점","고유가 피해지원금","062)351-7749","55629703"
"가나설비","다도면","전라남도 나주시 다도면 덕림로 497-9","34.890413","126.807711","naver","기계류 건축설비","고유가 피해지원금","","105848037"
"(주)퍼스트펫","다시면","전라남도 나주시 다시면 영산로 4952","35.019584","126.678521","naver","반려동물 서비스/용품점","고유가 피해지원금","061)337-0991","118916980"
"농업회사법인 주식회사 지율","다시면","전남 나주시 다시면","35.007893","126.637118","dong","기타 레저업소","고유가 피해지원금","","118880131"
"루루  블루베리  체험농장","다시면","전라남도 나주시 다시면 신광로 62 루루블루베리체험농장","35.023794","126.676631","naver","기타 레저업소","고유가 피해지원금","061)371-8845","103663018"
"한옥펜션 누마루","다시면","전라남도 나주시 다시면 신광로 282-78 독채","35.042305","126.67769","naver","기타숙박업","고유가 피해지원금","","99344131"
"에스지라온개발(편백숲힐링캠프)","다시면","전남 나주시 다시면","35.00826","126.638036","dong","기타숙박업","고유가 피해지원금","061)335-2617","119321196"
"시아네민박","다시면","전남 나주시 다시면","35.010096","126.636708","dong","펜션/민박","고유가 피해지원금","061)356-5164","110466155"
"대승장어","다시면","전라남도 나주시 다시면 구진포로 91","35.004516","126.675292","naver","한식","고유가 피해지원금","061)336-1265","82301350"
"단풍나무","다시면","전라남도 나주시 다시면 신광로 282-9 번지","35.042949","126.67596","naver","기타숙박업","고유가 피해지원금","","108308411"
"구진포제일장어","다시면","전라남도 나주시 다시면 구진포로 92","35.004414","126.674827","naver","한식","고유가 피해지원금","061)336-0579","114313367"
"(유)전남한옥목재","다시면","전남 나주시 다시면","35.007636","126.637622","dong","건축자재","고유가 피해지원금","061)452-6410","100921361"
"신흥장어","다시면","전라남도 나주시 다시면 구진포로 58","35.006771","126.672547","naver","한식","고유가 피해지원금|온누리","061)335-9109","68737238"
"동아토기","다시면","전라남도 나주시 다시면 영산로 4848","35.013185","126.671285","naver","철물점","고유가 피해지원금","061)335-6051","39456040"
"아림","다시면","전라남도 나주시 다시면 영산로 4848","35.012781","126.671038","naver","커피/음료전문점","고유가 피해지원금","061)335-3505","91443103"
"문암가든","다시면","전라남도 나주시 다시면 영산로 4844 문암가든","35.012484","126.670773","naver","한식","고유가 피해지원금","061)335-7679","35334829"
"희망농업기계 서비스","다시면","전남 나주시 다시면","35.007361","126.636831","dong","기타 수리서비스","고유가 피해지원금","061)332-0905","91845087"
"주시회사 에코그린","다시면","전남 나주시 다시면","35.009918","126.638238","dong","레저용품점","고유가 피해지원금","061)336-8592","112332877"
"하이가스산업","다시면","전남 나주시 다시면","35.008966","126.635424","dong","가스판매점","고유가 피해지원금","","114098954"
"성호사슴방목장","다시면","전라남도 나주시 다시면 문암길 43-19","35.016108","126.669585","naver","건강식품점","고유가 피해지원금","061)335-9367","16408130"
"신성충전소","다시면","전라남도 나주시 다시면 영산로 4837 현대오일신성충전소","35.012594","126.670135","naver","충전소","고유가 피해지원금","061)336-5128","17546341"
"나주자동차운전전문학원","다시면","전라남도 나주시 다시면 구진포로 28","35.008348","126.669618","naver","자동차학원","고유가 피해지원금","061)336-7711","64133042"
"행복한토종닭","다시면","전라남도 나주시 다시면 영산로 4796-13 나주시다시면영산로4796ㅡ13","35.009409","126.667759","naver","한식","고유가 피해지원금","061)336-8683","70231334"
"나주민속품경매장","다시면","전라남도 나주시 다시면 영산로 4793","35.010543","126.666645","naver","민예.공예.토산품","고유가 피해지원금","061)336-8071","74391921"
"나비앉다","다시면","전라남도 나주시 다시면 회진길 14-15","34.997802","126.66742","naver","문화/취미 기타","고유가 피해지원금","","95421254"
"동화석유","다시면","전남 나주시 다시면","35.010442","126.637914","dong","연탄 및 유류판매점","고유가 피해지원금","061)333-7166","119219557"
"뜨랑","다시면","전라남도 나주시 다시면 영산로 4747 뜨랑","35.01189","126.662005","naver","한식","고유가 피해지원금","061)335-4787","85966003"
"신광양봉원","다시면","전남 나주시 다시면","35.008136","126.638684","dong","건강식품점","고유가 피해지원금","","110347454"
"천농장","다시면","전남 나주시 다시면","35.0106","126.636318","dong","농.수.축산물점","고유가 피해지원금","","107581156"
"(주)꼬바에느","다시면","전라남도 나주시 학생운동길 5-1 (A-4) 주식회사 꼬바에느","35.028737","126.720616","naver","주택/건설","고유가 피해지원금","061)417-5557","75798272"
"동네방네주유소","다시면","전라남도 나주시 다시면 영산로 4732","35.011738","126.659971","naver","주유소","고유가 피해지원금","061)334-1919","116449202"
"유한회사 창연","다시면","전남 나주시 다시면","35.009386","126.635188","dong","기타 신변잡화","고유가 피해지원금","061)336-0027","89549685"
"목사골공방","다시면","전남 나주시 다시면","35.007281","126.638071","dong","양품점","고유가 피해지원금","061)334-3690","55421568"
"재단법인나주시천연염색문화재단","다시면","전남 나주시 다시면","35.010816","126.637359","dong","공연장/전시장","고유가 피해지원금","061)335-0160","41034001"
"시니어카페나주손","다시면","전남 나주시 다시면","35.007698","126.635477","dong","커피/음료전문점","고유가 피해지원금","061)334-7090","100679368"
"자미공방","다시면","전남 나주시 다시면","35.008736","126.639006","dong","민예.공예.토산품","고유가 피해지원금","061)334-4652","52836402"
"어울리기","다시면","전라남도 나주시 다시면 백호로 379","34.994154","126.66279","naver","민예.공예.토산품","고유가 피해지원금","061)335-0160","55242382"
"진양","다시면","전남 나주시 다시면","35.00688","126.63704","dong","인쇄 및 광고","고유가 피해지원금","061)336-1001","71028043"
"킨디자인","다시면","전라남도 나주시 다시면 백호로 369 12호","34.993398","126.661633","naver","문화/취미 기타","고유가 피해지원금","","111562415"
"수리감성","다시면","전남 나주시 다시면","35.00871","126.634983","dong","문화/취미 기타","고유가 피해지원금","","102046027"
"레아공방","다시면","전라남도 나주시 다시면 백호로 369 레아공방","34.993398","126.661633","naver","민예.공예.토산품","고유가 피해지원금","061)334-5134","102417080"
"쪽가람","다시면","전남 나주시 다시면","35.010958","126.636656","dong","기타 의류","고유가 피해지원금","","112858939"
"수수공방","다시면","전남 나주시 다시면","35.007115","126.635907","dong","문화/취미 기타","고유가 피해지원금","070)7614-3579","98702199"
"제이-콘텐츠스토리","다시면","전남 나주시 다시면","35.009462","126.63908","dong","주방 및 가정용품점","고유가 피해지원금","","118978620"
"화락전","다시면","전남 나주시 다시면","35.009878","126.635124","dong","민예.공예.토산품","고유가 피해지원금","","114355198"
"손뜨개 천연염색 정은경공방","다시면","전남 나주시 다시면","35.006875","126.637781","dong","문화/취미 기타","고유가 피해지원금","070)7614-3579","82590103"
"가삿골공방","다시면","전남 나주시 다시면","35.010915","126.63785","dong","침구/커튼/카펫트점","고유가 피해지원금","061)335-7292","41942211"
"다시어린이집","다시면","전라남도 나주시 다시면 가운길 48","35.017613","126.656544","naver","아이행복 어린이집","고유가 피해지원금","061)335-4554","60403848"
"틀 공방","다시면","전남 나주시 다시면","35.008249","126.63914","dong","기타 직물","고유가 피해지원금","061)334-7233","69219971"
"랑동한옥스테이","다시면","전라남도 나주시 다시면 랑동길 29-3","34.997213","126.656703","naver","펜션/민박","고유가 피해지원금","061)336-0105","116943451"
"월광카센타","다시면","전라남도 나주시 다시면 다시로 295","35.015624","126.649568","naver","차량 정비/부품/인테리어","고유가 피해지원금","061)335-4022","17318279"
"이지인력개발","다시면","전남 나주시 다시면","35.010206","126.638869","dong","일반잡화판매점","고유가 피해지원금","","113519460"
"나주대학교","다시면","전라남도 나주시 다시면 백호로 125","35.007872","126.649045","naver","휴게음식점","고유가 피해지원금","061)330-7343","74954208"
"순이오겹살","다시면","전라남도 나주시 다시면 백호로 95-5","35.011033","126.648891","naver","한식","고유가 피해지원금","061)336-0112","105719938"
"짜장나라","다시면","전라남도 나주시 다시면 백호로 97","35.010769","126.648162","naver","중식","고유가 피해지원금","061)331-0110","76385716"
"우석농장","다시면","전남 나주시 다시면","35.00725","126.635404","dong","농.수.축산물점","고유가 피해지원금","","119679932"
"몽마르뜨","다시면","전남 나주시 다시면","35.009019","126.639359","dong","레저용품점","고유가 피해지원금","","111600925"
"다시석재","다시면","전라남도 나주시 다시면 원동길 1","35.017973","126.646006","naver","건축자재","고유가 피해지원금","061)331-6698","101899056"
"엘림포도원","다시면","전라남도 나주시 다시면 영산로 4592 엘림포도원","35.017025","126.645994","naver","농.수.축산물점","고유가 피해지원금","","98700649"
"(주)다시오케이충전소","다시면","전라남도 나주시 다시면 영산로 4581 다시OK충전소","35.018103","126.645395","naver","충전소","고유가 피해지원금","070)7614-3579","120669911"
"나주 가설재","다시면","전라남도 나주시 금천면 영산로 5891-7","35.035269","126.772183","naver","건축자재","고유가 피해지원금","061)332-9910","81616111"
"농협회사법인 주식회사 케이","다시면","전남 나주시 다시면","35.007715","126.639122","dong","농.수.축산물점","고유가 피해지원금","061)336-7111","90594580"
"광주사랑방식당","다시면","전남 나주시 다시면","35.0112","126.636284","dong","한식","고유가 피해지원금","061)336-0075","66115856"
"알뜰식당","다시면","전라남도 나주시 다시면 다시로 209 알뜰식당","35.017043","126.640426","naver","한식","고유가 피해지원금","061)335-6582","14722672"
"다시터미널작은마트","다시면","전남 나주시 다시면","35.009855","126.639282","dong","일반잡화판매점","고유가 피해지원금","061)335-7979","113672847"
"나주삼화광고","다시면","전남 나주시 다시면","35.009721","126.634711","dong","인쇄 및 광고","고유가 피해지원금","061)335-7979","114247545"
"다시여객자동차터미널","다시면","전라남도 나주시 영산로 4526","35.019977","126.63985","naver","고속.시외버스","고유가 피해지원금","061)335-7979","113647727"
"봄날헤어","다시면","전남 나주시 다시면","35.011308","126.637652","dong","미용원","고유가 피해지원금","","110936144"
"복암기사식당","다시면","전남 나주시 다시면","35.007537","126.634933","dong","한식","고유가 피해지원금","061)335-5527","44248292"
"(주)대진건설","다시면","전라남도 나주시 다시면 대용길 12","35.019487","126.639095","naver","주택/건설","고유가 피해지원금","061)337-9734","119791936"
"정다운식당","다시면","전라남도 나주시 다시면 대용길 6-3","35.01986","126.639076","naver","한식","고유가 피해지원금","061)335-8966","92320414"
"다시당구클럽","다시면","전라남도 나주시 다시면 대용길 29","35.017997","126.638563","naver","당구장","고유가 피해지원금","","97284022"
"드림약국","다시면","전라남도 나주시 다시면 대용길 31","35.017763","126.638412","naver","약국","고유가 피해지원금","061)335-7566","74925269"
"고은상사","다시면","전라남도 나주시 다시면 영산로 4508 고은종합철물건제","35.020819","126.638236","naver","건축자재","고유가 피해지원금","061)335-1158","26789717"
"191카페","다시면","전라남도 나주시 다시면 다시로 191 1층","35.017358","126.638183","naver","커피/음료전문점","고유가 피해지원금","","109977801"
"메이퀸","다시면","전남 나주시 다시면","35.01148","126.636778","dong","한식","고유가 피해지원금","061)335-7592","31225786"
"현대미용실","다시면","전라남도 나주시 공산면 공산로 124-7","34.942862","126.608736","naver","미용원","고유가 피해지원금","061)335-9399","103062603"
"비타민마켓다시점","다시면","전남 나주시 다시면","35.009381","126.639603","dong","슈퍼마켓","고유가 피해지원금","","121546031"
"비타민마켓 다시점","다시면","전남 나주시 다시면","35.01029","126.634797","dong","슈퍼마켓","고유가 피해지원금","061)333-5323","73153932"
"더 초록 디자인","다시면","전라남도 나주시 다시면 무숙로 776-16 단독","35.015747","126.638245","naver","화원","고유가 피해지원금","061)332-2244","122341813"
"현대식육식당","다시면","전라남도 나주시 다시면 다시로 191 현대식육식당","35.017336","126.638216","naver","한식","고유가 피해지원금","061)336-0484","17149321"
"다시 옴","다시면","전남 나주시 다시면","35.007961","126.634533","dong","커피/음료전문점","고유가 피해지원금","061)331-2777","107109584"
"카페오르","다시면","전라남도 나주시 다시면 다시로 190 1층","35.017149","126.638075","naver","커피/음료전문점","고유가 피해지원금","","116038821"
"국과밥과국수","다시면","전라남도 나주시 다시면 다시로 188 1층 음식점","35.017124","126.637947","naver","한식","고유가 피해지원금","","116644004"
"오고파미장원","다시면","전라남도 나주시 다시면 무숙로 802-1","35.016641","126.636759","naver","미용원","고유가 피해지원금","061)335-3413","83446592"
"강미용실","다시면","전라남도 나주시 다시면 다시로 188-1","35.017005","126.637919","naver","미용원","고유가 피해지원금","061)336-8282","86327720"
"이천슈퍼","다시면","전라남도 나주시 다시면 다시로 186","35.017186","126.637813","naver","슈퍼마켓","고유가 피해지원금","061)335-5100","35850731"
"딸부잣집","다시면","전남 나주시 다시면","35.006674","126.638628","dong","한식","고유가 피해지원금","061)336-5522","94318617"
"향미식당","다시면","전라남도 나주시 다시면 다시로 181 향미식당","35.017403","126.637335","naver","한식","고유가 피해지원금","061)336-7776","58623609"
"건강한약국","다시면","전라남도 나주시 다시면 다시로 180","35.017225","126.63705","naver","약국","고유가 피해지원금","061)335-7559","28463837"
"늘푸른의원","다시면","전라남도 나주시 다시면 다시로 180","35.017217","126.637163","naver","일반.치과.한의원","고유가 피해지원금","061)336-7776","75120970"
"우리들의원","다시면","전라남도 나주시 다시면 대용길 31","35.017726","126.638448","naver","일반.치과.한의원","고유가 피해지원금","061)336-4000","55440891"
"다시농협주유소","다시면","전라남도 나주시 다시면 다시로 175-14","35.018667","126.636773","naver","주유소","고유가 피해지원금","061)335-6002","91924814"
"다시농협 하나로마트","다시면","전라남도 나주시 다시면 다시로 177","35.017571","126.637209","naver","농.수.축협직판장","고유가 피해지원금","061)335-4073","121149487"
"박지우 플란트치과의원","다시면","전라남도 나주시 다시면 다시로 178 1층 박지우플란트치과의원","35.017197","126.636918","naver","일반.치과.한의원","고유가 피해지원금","061)337-8828","82998032"
"영진건재사","다시면","전라남도 나주시 다시면 무숙로 795-2","35.01615","126.636962","naver","철물점","고유가 피해지원금","061)335-4069","63478031"
"장미사","다시면","전라남도 나주시 다시면 무숙로 802 다시마트","35.016596","126.636759","naver","세탁소","고유가 피해지원금","061)335-5462","106411981"
"컬투치킨 나주다시점","다시면","전라남도 나주시 다시면 무숙로 804 컬투치킨","35.016713","126.636716","naver","일반음식점 기타","고유가 피해지원금","","110119087"
"삼성전자","다시면","전라남도 나주시 다시면 무숙로 797-2","35.016275","126.636687","naver","가전제품점","고유가 피해지원금","061)335-4030","96318349"
"다시식당","다시면","전라남도 나주시 다시면 다시로 170-35","35.015886","126.636323","naver","한식","고유가 피해지원금","061)335-9090","102302781"
"대한철강","다시면","전라남도 나주시 다시면 송촌동곡길 7","35.029999","126.604516","naver","주택/건설","고유가 피해지원금","","117280013"
"현대의원","다시면","전라남도 나주시 다시면 다시로 169 현대의원","35.017491","126.635854","naver","일반.치과.한의원","고유가 피해지원금","061)335-7250","12017977"
"카페오르","다시면","전라남도 나주시 다시면 다시로 190 1층","35.017149","126.638075","naver","기타 식품","고유가 피해지원금","","113140711"
"리스통닭","다시면","전라남도 나주시 다시면 다시로 168-24","35.016421","126.635794","naver","일반주점","고유가 피해지원금","061)335-1487","30087974"
"리스노래연습장","다시면","전남 나주시 다시면","35.011351","126.63542","dong","노래방","고유가 피해지원금","061)335-1487","98638975"
"칸슈즈","다시면","전남 나주시 다시면","35.005994","126.63656","dong","기성복점","고유가 피해지원금","","119073477"
"다시약국","다시면","전라남도 나주시 다시면 다시로 169","35.017484","126.635888","naver","약국","고유가 피해지원금","061)336-8638","25172302"
"어쩌다치킨","다시면","전남 나주시 다시면","35.009116","126.634073","dong","일반음식점 기타","고유가 피해지원금|전통시장","070)7614-3579","121921006"
"다시식당","다시면","전라남도 나주시 다시면 다시로 170-35","35.015886","126.636323","naver","한식","고유가 피해지원금","061)336-0665","86670386"
"청학동국밥","다시면","전라남도 나주시 다시면 영산로 4480 청학동국밥","35.021883","126.635614","naver","일반음식점 기타","고유가 피해지원금","061)336-1914","85607279"
"다온","다시면","전라남도 나주시 다시면 영산로 4480","35.021934","126.635512","naver","일반음식점 기타","고유가 피해지원금","061)336-0400","76147751"
"농업회사법인  주식회사  한울타리영농","다시면","전남 나주시 다시면","35.009207","126.640022","dong","농.수.축산물점","고유가 피해지원금","070)7776-4775","65480074"
"복희네식당","다시면","전라남도 나주시 다시면 다시로 168-33","35.015971","126.635985","naver","한식","고유가 피해지원금","062)335-7768","95288426"
"무안","다시면","전라남도 나주시 다시면 월곡길 39-15","35.014576","126.635507","naver","한식","고유가 피해지원금","061)335-4014","13121481"
"일성루","다시면","전라남도 나주시 다시면 월곡길 23-21 일성루","35.01637","126.635514","naver","중식","고유가 피해지원금","061)335-4046","114531213"
"수민이네 포차","다시면","전남 나주시 다시면","35.008066","126.634097","dong","일반음식점 기타","고유가 피해지원금","","117425969"
"다담식당","다시면","전라남도 나주시 영산로 4471 신토불이식당","35.022917","126.635021","naver","한식","고유가 피해지원금","","110920104"
"세진중기","다시면","전남 나주시 다시면","35.011768","126.635935","dong","기계 및 장비임대업","고유가 피해지원금","","117967267"
"월광주유소","다시면","전라남도 나주시 다시면 영산로 4469","35.022984","126.634687","naver","주유소","고유가 피해지원금","","111963653"
"송이나라","다시면","전남 나주시 다시면","35.01025","126.639809","dong","농.수.축산물점","고유가 피해지원금","","120008334"
"우정자동차종합정비","다시면","전라남도 나주시 다시면 동옥선로 25","35.024288","126.634036","naver","차량 정비/부품/인테리어","고유가 피해지원금","061)336-6080","48032401"
"한국농약사","다시면","전라남도 나주시 다시면 다시로 168-49","35.015284","126.635971","naver","농어업용품","고유가 피해지원금","061)335-8080","16126197"
"풍정","다시면","전라남도 나주시 다시면 무숙로 607","35.000672","126.635672","naver","커피/음료전문점","고유가 피해지원금","","96590427"
"농업회사법인 초동골 유한회사","다시면","전남 나주시 다시면","35.007063","126.634496","dong","미곡상","고유가 피해지원금","","102166373"
"산넘어바다회","다시면","전라남도 나주시 다시면 무숙로 465","34.990927","126.631881","naver","한식","고유가 피해지원금","061)335-9105","83224454"
"동뫼골","다시면","전라남도 나주시 다시면","34.986017","126.627131","naver","문화/취미 기타","고유가 피해지원금","062)332-2244","118474987"
"동뫼골스테이","다시면","전라남도 나주시 다시면 신석동산길 28","34.986326","126.624511","naver","펜션/민박","고유가 피해지원금","061)332-2244","119357575"
"나주시 죽산보 오토캠핑장","다시면","전라남도 나주시 다시면 죽산리 123-3 죽산보오토캠핑장","34.970595","126.62799","naver","일반잡화판매점","고유가 피해지원금","","113112967"
"황금미소","다시면","전라남도 나주시 다시면 조등길 23-17","34.986216","126.621674","naver","미곡상","고유가 피해지원금","","107870600"
"황금축산","다시면","전라남도 나주시 공산로 121-1 송림회관","34.942326","126.608729","naver","농.수.축산물점","고유가 피해지원금","","97275249"
"무지개LPG충전소","다시면","전라남도 나주시 다시면 영산로 4738 E1무지개LPG충전소","35.011542","126.660567","naver","충전소","고유가 피해지원금","061)336-5196","42285481"
"초원의집","다시면","전라남도 나주시 다시면 무숙로 776-25","35.016634","126.638368","naver","한식","고유가 피해지원금","061)336-4566","68842889"
"자작나무 관광농원","다시면","전남 나주시 다시면","35.009652","126.640159","dong","일반잡화판매점","고유가 피해지원금","","103860902"
"나주에이티브이(ATV)","다시면","전남 나주시 다시면","35.010464","126.634206","dong","기타 레저업소","고유가 피해지원금","061)443-7375","105841831"
"에벨 농수산","다시면","전남 나주시 다시면","35.005831","126.638059","dong","농.수.축산물점","고유가 피해지원금","","121823068"
"창연 공방","다시면","전라남도 나주시 다시면 월서길 58 창연공방","34.985967","126.604795","naver","수예점","고유가 피해지원금","","114356170"
"나주중고장터","다시면","전라남도 나주시 다시면 영산로 4123 상가3호 야적장","35.030965","126.598339","naver","중고물품 판매점","고유가 피해지원금","","120802192"
"유한회사 한국태양광재활용센터","다시면","전남 나주시 다시면","35.00784","126.640119","dong","일반잡화판매점","고유가 피해지원금","061)331-3383","102496181"
"나주샛골나이","다시면","전라남도 나주시 다시면 동당리","35.000781","126.598163","naver","기술/사무/가정계학원","고유가 피해지원금","02)157-7000","105807442"
"뷰티풀농장","대기동","전라남도 나주시 대기1길 265-29","34.97587","126.726114","naver","농.수.축산물점","고유가 피해지원금","","99530891"
"해오름영농조합법인","대기동","전라남도 나주시 대기1길 244","34.97511","126.72068","naver","농.수.축산물점","고유가 피해지원금","","107283931"
"모텔리치","대호동","전남 나주시 대호동","35.049001","126.715952","dong","기타숙박업","고유가 피해지원금","061)334-9777","58762886"
"그린하우스","대호동","전라남도 나주시 건재로 228 그린하우스","35.05084","126.725741","naver","일반음식점 기타","고유가 피해지원금","061)331-7100","113633031"
"심온농장","대호동","전남 나주시 대호동","35.049238","126.717288","dong","농.수.축산물점","고유가 피해지원금","061)333-4578","82394394"
"나주볼테기","대호동","전라남도 나주시 건재로 225 나주볼테기","35.051471","126.725079","naver","한식","고유가 피해지원금","061)333-2633","37395219"
"광주라디에터","대호동","전라남도 나주시 건재로 215","35.051214","126.724165","naver","차량 정비/부품/인테리어","고유가 피해지원금","062)945-8615","45597023"
"진우유통","대호동","전남 나주시 대호동","35.049576","126.716308","dong","일반잡화판매점","고유가 피해지원금","061)820-8949","109396774"
"서영푸드","대호동","전라남도 나주시 건재로 202","35.050263","126.723006","naver","기타 식품","고유가 피해지원금","061)333-7942","88533249"
"(유)승하 광라주유소","대호동","전남 나주시 대호동","35.048834","126.717872","dong","주유소","고유가 피해지원금","061)332-9270","115186767"
"킹콩장어","대호동","전라남도 나주시 대호길 56 1층","35.040825","126.718295","naver","한식","고유가 피해지원금|온누리","","120440506"
"킹콩노래연습장","대호동","전라남도 나주시 대호길 56","35.040824","126.71832","naver","노래방","고유가 피해지원금","061)334-0056","48667875"
"킹콩장어(원)","대호동","전라남도 나주시 대호길 56 1층","35.040825","126.718295","naver","농.수.축산물점","고유가 피해지원금","","120441903"
"아이젠","대호동","전남 나주시 대호동","35.047647","126.715365","dong","과학기자재점","고유가 피해지원금","061)741-0973","89785537"
"서진축산","대호동","전라남도 나주시 대호길 47 서진축산물판매장","35.040163","126.7179","naver","정육점","고유가 피해지원금|온누리","061)333-8293","69893163"
"인생막창","대호동","전남 나주시 대호동","35.049626","126.715754","dong","일반음식점 기타","고유가 피해지원금","061)333-0225","86081621"
"걸궁돼지숯불구이","대호동","전라남도 나주시 대호길 47 걸궁돼지숯불구이","35.040236","126.717927","naver","한식","고유가 피해지원금|온누리","061)332-8184","108246635"
"짱분식","대호동","전라남도 나주시 대호길 47 대호동 1040-9","35.040164","126.717764","naver","휴게음식점","고유가 피해지원금","","117307749"
"이민창칼국수","대호동","전라남도 나주시 대호길 49 1층","35.040335","126.717924","naver","한식","고유가 피해지원금|온누리","061)332-8893","104376264"
"윤스 플라워","대호동","전라남도 나주시 건재로 205","35.050952","126.723018","naver","화원","고유가 피해지원금","061)337-7897","103070215"
"교촌치킨","대호동","전라남도 나주시 대호길 49-1","35.040443","126.717902","naver","일반음식점 기타","고유가 피해지원금|온누리","061)334-1991","74728572"
"돈뼈","대호동","전라남도 나주시 건재로 194 돈뼈감자탕","35.050261","126.722111","naver","한식","고유가 피해지원금","061)332-6332","76546729"
"제이제이클리닉","대호동","전남 나주시 대호동","35.048608","126.718323","dong","용역서비스업","고유가 피해지원금","","116662892"
"풍전푸드트럭","대호동","전남 나주시 대호동","35.049369","126.715208","dong","휴게음식점","고유가 피해지원금","","119406275"
"진샤브","대호동","전라남도 나주시 대호길 51 진샤브","35.04056","126.717895","naver","한식","고유가 피해지원금|온누리","061)332-9119","118541700"
"씨유(CU)나주동신호반점","대호동","전라남도 나주시 건재로 209 (대호동, 호반아파트) 호반아파트","35.051228","126.723245","naver","편의점","고유가 피해지원금","02)1577-8007","113611089"
"이장군 뒷고기 숯불구이","대호동","전라남도 나주시 대호길 53-1","35.040779","126.717897","naver","한식","고유가 피해지원금","062)941-7898","99392599"
"플랜트숍 동산","대호동","전라남도 나주시 영산1길 27 2층","34.998685","126.710489","naver","화원","고유가 피해지원금","","104968534"
"까리한닭갈비","대호동","전라남도 나주시 대호길 55 까리한닭갈비","35.040872","126.717899","naver","한식","고유가 피해지원금|온누리","061)930-8287","80230475"
"술창고","대호동","전라남도 나주시 대호길 55","35.040886","126.717869","naver","일반주점","고유가 피해지원금|온누리","061)332-4519","94718602"
"뜨락","대호동","전라남도 나주시 남평읍 강변2길 20","35.041197","126.852751","naver","커피/음료전문점","고유가 피해지원금","061)331-1479","113152298"
"투다리나주대호점","대호동","전라남도 나주시 대호길 55-1","35.040993","126.717902","naver","일반음식점 기타","고유가 피해지원금|온누리","061)331-1938","95908911"
"샤샤#","대호동","전라남도 나주시 대호길 57 샤샤샵","35.041077","126.717925","naver","미용원","고유가 피해지원금|온누리","061)930-7112","95060194"
"미쓰족발 대호점","대호동","전라남도 나주시 대호길 57 101호, 미쓰족발","35.041104","126.717921","naver","일반음식점 기타","고유가 피해지원금|온누리","062)463-3090","107573037"
"궁헤어샵","대호동","전라남도 나주시 대호길 45-6 행복마트","35.040192","126.717539","naver","미용원","고유가 피해지원금|온누리","061)332-4565","51675546"
"유니뷰티","대호동","전라남도 나주시 대호길 45-6 유니뷰티","35.040192","126.717494","naver","피부미용원","고유가 피해지원금|온누리","061)332-4774","92412987"
"김실장포차","대호동","전라남도 나주시 대호길 45-42","35.040446","126.71758","naver","한식","고유가 피해지원금|온누리","061)336-7773","39116378"
"윤진식품","대호동","전남 나주시 대호동","35.04636","126.71664","dong","기타 식품","고유가 피해지원금","","116547987"
"윤스(Yoons)키친","대호동","전라남도 나주시 대호길 45-36 1층 일부","35.040533","126.717577","naver","한식","고유가 피해지원금","061)123-5678","114851698"
"거북가든","대호동","전라남도 나주시 대호길 59 거북가든","35.041337","126.717862","naver","한식","고유가 피해지원금|온누리","061)334-1551","79973379"
"윤선생 IGSE 아카데미 나주 대호어학원","대호동","전라남도 나주시 대호길 45-34 1층","35.040639","126.717615","naver","외국어학원","고유가 피해지원금|온누리","061)333-8205","102292124"
"아모레카운셀러","대호동","전남 나주시 대호동","35.050438","126.716256","dong","자동판매기 운영업","고유가 피해지원금","","121767709"
"나래어린이집","대호동","전라남도 나주시 건재로 71-14","35.041424","126.714149","naver","아이행복 어린이집","고유가 피해지원금","061)333-1400","61649043"
"고기궁전","대호동","전라남도 나주시 대호길 45-32","35.040755","126.717571","naver","한식","고유가 피해지원금|온누리","061)332-9978","116235172"
"태후사랑 by 50샵","대호동","전남 나주시 대호동","35.049358","126.714724","dong","미용원","고유가 피해지원금|온누리","","122090733"
"예덕힐링원","대호동","전남 나주시 대호동","35.046355","126.717381","dong","기타 전자제품","고유가 피해지원금|온누리","061)332-2244","120028980"
"드림라이프","대호동","전남 나주시 대호동","35.050395","126.71745","dong","아동 및 유아복점","고유가 피해지원금","","118597997"
"이엠(EM)음악전문학원","대호동","전남 나주시 대호동","35.047441","126.714649","dong","예체능계학원","고유가 피해지원금","061)334-6264","100802838"
"천라마라탕 나주배달전문점","대호동","전남 나주시 대호동","35.047729","126.71874","dong","중식","고유가 피해지원금","","116258008"
